Date	Dow_Jones	P/E	P/B	Div Yield	Symbol	Expiry	Close	Open Interest	Change in OI	SMA	EMA	upper_band	middle_band	lower_band	PercentageChange	Vix
17-03-2015	17857	23.39	3.71	1.26	NIFTY	26-03-2015	8740.2	24131625	-854425	8710.123	8737.267802	9062.310352	8834.07	8605.829648	0.860875185	15.1275
18-03-2015	18069	23.29	3.7	1.26	NIFTY	26-03-2015	8704.7	23387750	-743875	8715.76	8726.411868	9058.05894	8824.74	8591.42106	-0.406169195	15.5125
19-03-2015	17966	23.15	3.68	1.27	NIFTY	26-03-2015	8635.85	23100800	-286950	8725.319	8696.224579	9053.864416	8810.725	8567.585584	-0.790952014	15.1975
20-03-2015	18042.3	22.98	3.65	1.28	NIFTY	26-03-2015	8602.05	22897350	-203450	8734.523	8664.833052	9057.032084	8798.355	8539.677916	-0.391391699	14.26
23-03-2015	18016	22.92	3.64	1.28	NIFTY	26-03-2015	8565	21984425	-912925	8740.678	8631.555368	9066.504688	8788.9325	8511.360312	-0.430711284	14.27
24-03-2015	17949	22.9	3.64	1.29	NIFTY	26-03-2015	8573.85	16892675	-5091750	8745.845	8612.320246	9071.964672	8778.96	8485.955328	0.103327496	13.6725
25-03-2015	17649	22.87	3.63	1.29	NIFTY	26-03-2015	8535	11023900	-5868775	8749.334	8586.54683	9079.102724	8767.3525	8455.602276	-0.453121993	13.1425
26-03-2015	17603	22.36	3.55	1.32	NIFTY	26-03-2015	8342.1	6810325	-4213575	8749.846	8505.064554	9111.906212	8750.2175	8388.528788	-2.260105448	15.1625
27-03-2015	17626	22.3	3.59	1.3	NIFTY	30-04-2015	8434.9	21287100	-550750	8752.397	8481.676369	9107.896347	8727.465	8347.033653	1.112429724	14.5
30-03-2015	17860	22.7	3.65	1.28	NIFTY	30-04-2015	8557.5	20123150	-1163950	8753.246	8506.950913	9078.047622	8707.1075	8336.167378	1.453484926	14.2625
31-03-2015	17703	22.7	3.65	1.28	NIFTY	30-04-2015	8534.75	19516750	-606400	8753.24	8516.217275	9036.127457	8683.81	8331.492543	-0.265848671	14.4925
01-04-2015	17615	22.95	3.69	1.27	NIFTY	30-04-2015	8633.1	18973525	-543225	8754.42	8555.178183	8971.476487	8662.7225	8353.968513	1.152347755	13.665
02-04-2015	17676															
03-04-2015	17676															
06-04-2015	17805	23.18	3.73	1.26	NIFTY	30-04-2015	8689.8	18603375	-370150	8753.873	8600.052122	8927.822283	8649.395	8370.967717	0.656774507	14.5725
07-04-2015	17785	23.19	3.73	1.25	NIFTY	30-04-2015	8711.3	18555400	-47975	8753.329	8637.134748	8868.94497	8635.5225	8402.10003	0.247416511	14.25
08-04-2015	17829	23.33	3.75	1.25	NIFTY	30-04-2015	8762.65	19171300	615900	8752.999	8678.973165	8865.180047	8634.4125	8403.644953	0.589464259	14.3475
09-04-2015	17887	23.5	3.78	1.24	NIFTY	30-04-2015	8811.1	19074800	-96500	8752.333	8723.015444	8874.23296	8636.9525	8399.67204	0.552914929	14.4175
10-04-2015	17973	23.51	3.78	1.24	NIFTY	30-04-2015	8811.45	19117225	42425	8750.109	8752.493629	8884.258725	8639.9175	8395.576275	0.003972262	14.255
13-04-2015	17910	23.66	3.81	1.23	NIFTY	30-04-2015	8855.45	18773425	-343800	8749.125	8786.812419	8892.996731	8642.0375	8391.078269	0.499350277	14.4875
14-04-2015	17964															
15-04-2015	18022	23.43	3.77	1.25	NIFTY	30-04-2015	8786.15	19404225	630800	8745.877	8786.591613	8906.081711	8647.625	8389.168289	-0.782568926	14.62
16-04-2015	18041	23.33	3.75	1.25	NIFTY	30-04-2015	8726.15	19351625	-52600	8742.947	8766.444409	8911.289841	8650.6525	8390.015159	-0.682892962	14.95
17-04-2015	17770	23.06	3.71	1.27	NIFTY	30-04-2015	8638.85	20484175	1132550	8738.531	8723.912939	8902.981997	8645.585	8388.188003	-1.000441203	15.04
20-04-2015	17943	22.64	3.64	1.29	NIFTY	30-04-2015	8469.9	20434425	-49750	8731.731	8639.241959	8900.633364	8633.845	8367.056636	-1.955700122	16.2975
21-04-2015	17883	22.44	3.61	1.3	NIFTY	30-04-2015	8400.45	21465325	1030900	8724.213	8559.64464	8907.584615	8622.075	8336.565385	-0.819962455	17.03
22-04-2015	17945	22.59	3.63	1.29	NIFTY	30-04-2015	8461.2	21311225	-154100	8718.411	8526.82976	8908.993903	8615.0325	8321.071097	0.723175544	17.21
23-04-2015	17981	22.5	3.62	1.3	NIFTY	30-04-2015	8405.35	20376125	-935100	8712.28	8486.336506	8914.379018	8607.05	8299.720982	-0.660071857	18.5
24-04-2015	18017	22.34	3.58	1.4	NIFTY	30-04-2015	8318.8	19551700	-824425	8707.398	8430.491004	8926.258016	8594.2975	8262.336984	-1.029701321	19.105
27-04-2015	17990	22.26	3.56	1.4	NIFTY	30-04-2015	8223	17651575	-1900125	8699.63	8361.327336	8947.605988	8578.6975	8209.789012	-1.151608405	18.735
28-04-2015	18058	22.46	3.59	1.39	NIFTY	30-04-2015	8292.4	14153150	-3498425	8692.06	8338.351557	8952.066658	8576.2125	8200.358342	0.843974219	17.41
29-04-2015	17954	22.29	3.57	1.4	NIFTY	30-04-2015	8238.25	11024125	-3129025	8681.781	8304.984372	8966.041759	8566.38	8166.718241	-0.653007573	17.235
30-04-2015	17759	22.07	3.53	1.45	NIFTY	30-04-2015	8177.35	9175700	-1848425	8668.497	8262.439581	8981.581526	8547.3725	8113.163474	-0.739234668	17.225
01-05-2015	17934															
04-05-2015	17995	22.47	3.59	1.43	NIFTY	28-05-2015	8372.25	18338950	-585500	8659.041	8299.043054	8980.127448	8539.2475	8098.367552	2.383412719	17.3075
05-05-2015	17864	22.45	3.59	1.43	NIFTY	28-05-2015	8361.7	16792050	-1546900	8648.449	8319.928703	8970.853323	8525.6775	8080.501677	-0.126011526	17.365
06-05-2015	17778	21.71	3.49	1.47	NIFTY	28-05-2015	8121.75	16453250	-338800	8632.561	8253.869135	8968.654838	8497.275	8025.895162	-2.869631773	19.67
07-05-2015	17889	21.61	3.47	1.47	NIFTY	28-05-2015	8082.15	15225475	-1227775	8617.215	8196.629423	8959.320354	8465.8175	7972.314646	-0.487579647	19.65
08-05-2015	18121	21.92	3.53	1.45	NIFTY	28-05-2015	8210.55	13963525	-1261950	8606.357	8201.269616	8923.915409	8438.2125	7952.509591	1.588686179	19.11
11-05-2015	18041	22.41	3.62	1.42	NIFTY	28-05-2015	8342.15	13659750	-303775	8597.734	8248.229744	8870.555257	8414.765	7958.974743	1.602815889	18.625
12-05-2015	18029	21.92	3.53	1.45	NIFTY	28-05-2015	8131.25	14094400	434650	8585.016	8209.236496	8814.024421	8380.755	7947.485579	-2.528125243	20.545
13-05-2015	18015	22.17	3.58	1.43	NIFTY	28-05-2015	8250.75	13866675	-227725	8576.335	8223.074331	8727.851368	8350.52	7973.188632	1.469638739	20.685
14-05-2015	18202	22.14	3.56	1.44	NIFTY	28-05-2015	8237.8	14081550	214875	8563.292	8227.982887	8645.528529	8323.1025	8000.676471	-0.156955428	20.7
15-05-2015	18229	22.24	3.58	1.43	NIFTY	28-05-2015	8261.2	14010025	-71525	8549.223	8239.055258	8564.569348	8299.855	8035.140652	0.284056423	19.815
18-05-2015	18259	22.57	3.63	1.41	NIFTY	28-05-2015	8372.8	13624125	-385900	8536.665	8283.636839	8504.37475	8286.5525	8068.73025	1.350893333	17.9025
19-05-2015	18284	22.55	3.62	1.41	NIFTY	28-05-2015	8366.3	13603075	-21050	8522.894	8311.191226	8486.037774	8281.3725	8076.707226	-0.077632333	18.27
20-05-2015	18256	22.69	3.65	1.4	NIFTY	28-05-2015	8424.3	13583475	-19600	8512.253	8348.894151	8490.24733	8282.565	8074.88267	0.693257473	17.7175
21-05-2015	18258	22.67	3.65	1.4	NIFTY	28-05-2015	8419.1	13144450	-439025	8500.86	8372.2961	8481.607942	8280.46	8079.312058	-0.061726197	17.4125
22-05-2015	18224	22.94	3.62	1.4	NIFTY	28-05-2015	8452.05	12865450	-279000	8494.204	8398.880734	8490.659881	8282.795	8074.930119	0.391371999	16.9475
24-05-2015	18231															
25-05-2015	18215	22.64	3.58	1.41	NIFTY	28-05-2015	8368.45	11915150	-950300	8486.367	8388.737156	8495.969791	8285.2775	8074.585209	-0.989109151	16.9325
26-05-2015	18053	22.55	3.57	1.42	NIFTY	28-05-2015	8337.9	10750750	-1164400	8478.082	8371.791437	8500.873279	8291.0225	8081.171721	-0.36506163	17.0675
27-05-2015	18141	22.6	3.57	1.42	NIFTY	28-05-2015	8331.75	8601350	-2149400	8468.456	8358.444291	8503.592069	8292.99	8082.387931	-0.07375958	17.2825
28-05-2015	18134	22.61	3.56	1.42	NIFTY	28-05-2015	8317	6241025	-2360325	8461.308	8344.629528	8506.22924	8296.9275	8087.62576	-0.177033636	17.1325
29-05-2015	18009	23.12	3.66	1.39	NIFTY	25-06-2015	8458.65	15851025	2877650	8457.169	8382.636352	8524.034748	8310.9925	8097.950252	1.703138151	16.6575
01-06-2015	18023	23.25	3.65	1.39	NIFTY	25-06-2015	8431.65	16097875	246850	8450.998	8398.974234	8531.936962	8313.9625	8095.988038	-0.319199872	16.9125
02-06-2015	18001	22.71	3.57	1.43	NIFTY	25-06-2015	8225.35	16110750	12875	8441.411	8341.09949	8527.239557	8307.145	8087.050443	-2.446733439	16.82
03-06-2015	18096	22.41	3.53	1.45	NIFTY	25-06-2015	8136.35	16024700	-86050	8431.421	8272.84966	8525.58905	8307.875	8090.16095	-1.082020826	17.505
04-06-2015	17925	22.53	3.52	1.45	NIFTY	25-06-2015	8141.6	16256250	231550	8422.212	8229.099773	8517.494988	8310.8475	8104.200012	0.064525248	18.1225
05-06-2015	17842	22.49	3.47	1.45	NIFTY	25-06-2015	8114.25	16334750	78500	8413.197	8190.816515	8525.87027	8306.0325	8086.19473	-0.335929056	18.0875
08-06-2015	17768	22.29	3.44	1.47	NIFTY	25-06-2015	8044.2	16246550	-88200	8402.604	8141.944344	8537.896545	8291.135	8044.373455	-0.863296053	18.885
09-06-2015	17767	22.23	3.44	1.47	NIFTY	25-06-2015	8030.6	16378950	132400	8392.516	8104.829562	8549.262167	8286.1025	8022.942833	-0.169065911	18.01
10-06-2015	18018	22.52	3.48	1.45	NIFTY	25-06-2015	8120.05	15408525	-970425	8388.075	8109.903042	8552.233802	8279.5675	8006.901198	1.113864468	17.0775
11-06-2015	18043	22.08	3.41	1.48	NIFTY	25-06-2015	7959.2	16590775	1182250	8378.561	8059.668694	8571.821913	8265.6375	7959.453087	-1.980899132	17.805
12-06-2015	17903	22.12	3.4	1.49	NIFTY	25-06-2015	7978.7	16657725	66950	8366.985	8032.67913	8582.289645	8251.5125	7920.735355	0.244999497	17.4775
15-06-2015	17796	22.21	3.41	1.48	NIFTY	25-06-2015	8009.2	15895775	-761950	8356.474	8024.852753	8575.227818	8233.3325	7891.437182	0.382267788	17.525
16-06-2015	17911	22.3	3.42	1.48	NIFTY	25-06-2015	8047	15549575	-346200	8344.752	8032.235169	8562.737986	8217.3675	7871.997014	0.471957249	17.1675
17-06-2015	17911	22.43	3.44	1.47	NIFTY	25-06-2015	8079.05	15644450	94875	8332.537	8047.840112	8536.7813	8200.105	7863.4287	0.398285075	16.7275
18-06-2015	18125	22.66	3.48	1.45	NIFTY	25-06-2015	8157.55	15873475	229025	8321.462	8084.410075	8508.644151	8187.0275	7865.410849	0.971648894	16.015
19-06-2015	18078.5	22.79	3.5	1.44	NIFTY	25-06-2015	8237.6	15013975	-859500	8310.961	8135.473383	8475.37274	8176.305	7877.23726	0.981299532	15.085
22-06-2015	18025	23.15	3.56	1.42	NIFTY	25-06-2015	8353.15	12932450	-2081525	8301.802	8208.032256	8472.71009	8175.54	7878.36991	1.402714383	15.4875
23-06-2015	18067	23.23	3.57	1.41	NIFTY	25-06-2015	8377.4	11808475	-1123975	8293.121	8264.48817	8479.461681	8177.515	7875.568319	0.290309644	15.0425
24-06-2015	17883	23.17	3.56	1.42	NIFTY	25-06-2015	8350.3	11317425	-491050	8283.018	8293.092114	8482.385918	8178.4425	7874.499082	-0.323489388	15.915
25-06-2015	17812	23.27	3.58	1.41	NIFTY	25-06-2015	8397.1	8759775	-2557650	8275.237	8327.761409	8495.560939	8182.4475	7869.334061	0.560458906	15.93
26-06-2015	17873	23.23	3.56	1.42	NIFTY	30-07-2015	8381.65	13824350	-47250	8268.347	8345.724273	8479.694658	8178.5975	7877.500342	-0.183992093	15.76
29-06-2015	17520	23.05	3.53	1.43	NIFTY	30-07-2015	8319.15	15200625	1376275	8261.953	8336.866182	8458.764073	8172.9725	7887.180927	-0.745676567	17.2975
30-06-2015	17523	23.19	3.48	1.44	NIFTY	30-07-2015	8377.8	16329550	1128925	8260.111	8350.510788	8479.403624	8180.595	7881.786376	0.70499991	16.9275
01-07-2015	17671	23.43	3.52	1.42	NIFTY	30-07-2015	8455.2	17025675	696125	8261.206	8385.407192	8517.411304	8196.5375	7875.663696	0.923870228	15.845
02-07-2015	17649	23.4	3.51	1.42	NIFTY	30-07-2015	8438.3	16975375	-50300	8260.748	8403.038128	8547.773874	8211.3725	7874.971126	-0.199876999	15.5575
03-07-2015	17623	23.52	3.52	1.43	NIFTY	30-07-2015	8488	17359875	384500	8262.401	8431.358752	8583.877739	8230.06	7876.242261	0.588981193	16.305
06-07-2015	17627	23.62	3.54	1.42	NIFTY	30-07-2015	8537.75	17747600	387725	8266.78	8466.822501	8621.857257	8254.7375	7887.617743	0.586121583	16.0175
07-07-2015	17680	23.59	3.54	1.42	NIFTY	30-07-2015	8516.6	18597950	850350	8272.652	8483.415001	8647.930202	8279.0375	7910.144798	-0.247723346	16.3075
08-07-2015	17442	23.18	3.47	1.45	NIFTY	30-07-2015	8378	18189875	-408075	8274.364	8448.276667	8655.692823	8291.935	7928.177177	-1.627409999	17.79
09-07-2015	17452	23.08	3.46	1.45	NIFTY	30-07-2015	8346.1	17869225	-320650	8276.521	8414.217778	8641.835731	8311.28	7980.724269	-0.380759131	17.4375
10-07-2015	17669	23.17	3.44	1.45	NIFTY	30-07-2015	8385.55	18308525	439300	8280.685	8404.661852	8625.889619	8331.6225	8037.355381	0.472675861	17.07
13-07-2015	17900	23.45	3.49	1.44	NIFTY	30-07-2015	8481.95	19654425	1345900	8282.879	8430.424568	8616.194148	8355.26	8094.325852	1.149596628	16.2725
14-07-2015	17961	23.44	3.48	1.44	NIFTY	30-07-2015	8465.9	19865925	211500	8284.963	8442.249712	8599.308684	8376.205	8153.101316	-0.189225355	16.01
15-07-2015	17992	23.63	3.51	1.43	NIFTY	30-07-2015	8542.05	20486775	620850	8293.369	8475.516475	8587.695803	8399.355	8211.014197	0.899490899	15.5675
16-07-2015	18020	23.86	3.55	1.41	NIFTY	30-07-2015	8626.65	21282025	795250	8304.259	8525.894316	8601.444772	8422.81	8244.175228	0.990394577	14.7825
17-07-2015	17997	23.87	3.52	1.42	NIFTY	30-07-2015	8625.05	21189675	-92350	8312.549	8558.946211	8620.30847	8442.1825	8264.05653	-0.018547176	14.8025
20-07-2015	18003	23.88	3.53	1.42	NIFTY	30-07-2015	8628.25	21412925	223250	8318.271	8582.047474	8646.491762	8455.9375	8265.383238	0.037101234	14.96
21-07-2015	17866	23.68	3.5	1.43	NIFTY	30-07-2015	8545	20705675	-707250	8326.546	8569.698316	8655.06033	8464.3175	8273.57467	-0.964853823	15.0975
22-07-2015	17785	23.96	3.54	1.41	NIFTY	30-07-2015	8648.4	21429825	724150	8334.499	8595.932211	8678.399473	8479.2225	8280.045527	1.210064365	15.13
23-07-2015	17676	23.84	3.52	1.42	NIFTY	30-07-2015	8603.7	20677450	-752375	8341.817	8598.521474	8692.024077	8489.5525	8287.080923	-0.51685861	15.52
24-07-2015	17523	23.65	3.48	1.43	NIFTY	30-07-2015	8534.35	19966200	-711250	8347.28	8577.130983	8694.251804	8497.1875	8300.123196	-0.806048561	15.4575
27-07-2015	17396	23.21	3.42	1.46	NIFTY	30-07-2015	8372.8	17959950	-2006250	8347.28	8509.020655	8688.445015	8499.87	8311.294985	-1.892938537	16.37
28-07-2015	17546	23.02	3.41	1.46	NIFTY	30-07-2015	8350.95	14866000	-3093950	8346.973	8456.330437	8690.903547	8498.5275	8306.151453	-0.260964074	15.915
29-07-2015	17682	23.08	3.42	1.45	NIFTY	30-07-2015	8377.65	11488875	-3377125	8346.04	8430.103624	8693.384051	8494.65	8295.915949	0.319724103	15.8775
30-07-2015	17686	23.23	3.44	1.45	NIFTY	30-07-2015	8420.7	8861850	-2627025	8346.072	8426.969083	8693.646916	8493.77	8293.893084	0.513867254	15.325
31-07-2015	17614	23.53	3.5	1.41	NIFTY	27-08-2015	8569.65	17258700	654125	8348.424	8474.529389	8700.408691	8497.8525	8295.296309	1.768855321	14.57
03-08-2015	17511	23.54	3.5	1.41	NIFTY	27-08-2015	8561.7	16853800	-404900	8352.289	8503.586259	8702.815093	8499.05	8295.284907	-0.09276925	15.39
04-08-2015	17454	23.48	3.49	1.42	NIFTY	27-08-2015	8547.55	16057275	-796525	8356.482	8518.240839	8705.339981	8500.5975	8295.855019	-0.165270916	14.83
05-08-2015	17475	23.62	3.51	1.41	NIFTY	27-08-2015	8592.65	16652500	595225	8361.7	8543.043893	8711.698262	8511.33	8310.961738	0.527636574	14.665
06-08-2015	17375	23.67	3.52	1.4	NIFTY	27-08-2015	8615	16881375	228875	8367.66	8567.029262	8714.810974	8524.775	8334.739026	0.260106021	14.73
07-08-2015	17321	23.61	3.49	1.4	NIFTY	27-08-2015	8594.1	16827750	-53625	8370.369	8576.052841	8716.208609	8535.2025	8354.196391	-0.242600116	14.91
10-08-2015	17553	23.54	3.48	1.41	NIFTY	27-08-2015	8544.3	16579700	-248050	8372.622	8565.468561	8717.690353	8538.32	8358.949647	-0.579467309	15.465
11-08-2015	17355	23.38	3.45	1.42	NIFTY	27-08-2015	8490.8	16543700	-36000	8377.931	8540.579041	8717.245112	8539.565	8361.884888	-0.626148426	15.8925
12-08-2015	17367	23.1	3.4	1.44	NIFTY	27-08-2015	8365.45	16020800	-522900	8382.513	8482.202694	8723.919674	8530.735	8337.550326	-1.476303764	17.445
13-08-2015	17369	23.16	3.41	1.44	NIFTY	27-08-2015	8381	15691650	-329150	8387.301	8448.468462	8716.848708	8518.4525	8320.056292	0.185883605	17.0175
14-08-2015	17439	23.69	3.45	1.42	NIFTY	27-08-2015	8542.7	15056050	-635600	8395.87	8479.878975	8707.0478	8514.335	8321.6222	1.929364038	16.02
17-08-2015	17504	23.48	3.44	1.43	NIFTY	27-08-2015	8488.05	14495725	-560325	8404.747	8482.60265	8693.025074	8507.325	8321.624926	-0.639727487	16.4625
18-08-2015	17482	23.45	3.43	1.43	NIFTY	27-08-2015	8481.7	14253925	-241800	8413.769	8482.301767	8689.340711	8504.16	8318.979289	-0.074811058	16.36
19-08-2015	17285	23.53	3.44	1.42	NIFTY	27-08-2015	8505.4	14414875	160950	8421.476	8490.001178	8670.003288	8497.01	8324.016712	0.279425115	16.68
20-08-2015	16917	23.19	3.39	1.44	NIFTY	27-08-2015	8380.05	14658075	243200	8429.893	8453.350785	8658.702777	8485.8275	8312.952223	-1.473769605	16.975
21-08-2015	16467	22.99	3.36	1.42	NIFTY	27-08-2015	8306.35	14737625	79550	8436.446	8404.350523	8662.410397	8474.4275	8286.444603	-0.879469693	17.115
24-08-2015	15709	21.63	3.16	1.51	NIFTY	27-08-2015	7806.35	16194125	1456500	8432.389	8205.017016	8791.544999	8446.105	8100.665001	-6.019491112	28.13
25-08-2015	15719	21.83	3.19	1.5	NIFTY	27-08-2015	7896.2	13434400	-2759725	8429.373	8102.07801	8842.80644	8423.3675	8003.92856	1.150986056	26.8475
26-08-2015	16249	21.59	3.15	1.51	NIFTY	27-08-2015	7800.7	11495075	-1939325	8423.806	8001.618674	8894.245181	8394.52	7894.794819	-1.209442517	25.515
27-08-2015	16650	22.02	3.22	1.48	NIFTY	27-08-2015	7948	10664625	-830450	8419.615	7983.745782	8906.823193	8370.885	7834.946807	1.888292076	22.0425
28-08-2015	16659	22.17	3.22	1.48	NIFTY	24-09-2015	8022.7	21986375	940650	8415.317	7996.730522	8891.792238	8343.5375	7795.282762	0.939859084	23.33
31-08-2015	16508	22.08	3.21	1.48	NIFTY	24-09-2015	8000.05	22112225	125850	8408.255	7997.837014	8873.582681	8315.455	7757.327319	-0.282323906	24.595
01-09-2015	16087	21.57	3.13	1.52	NIFTY	24-09-2015	7798.8	22122925	10700	8396.683	7931.491343	8868.367483	8278.0175	7687.667517	-2.515609277	28.7175
02-09-2015	16330	21.38	3.11	1.53	NIFTY	24-09-2015	7742.15	22781175	658250	8384.52	7868.377562	8851.050518	8235.4925	7619.934482	-0.726393804	26.65
03-09-2015	16348	21.68	3.15	1.51	NIFTY	24-09-2015	7842.55	22688775	-92400	8373.429	7859.768375	8809.259138	8196.87	7584.480862	1.296797401	24.115
04-09-2015	16119	21.21	3.08	1.54	NIFTY	24-09-2015	7664.35	23195250	506475	8359.083	7794.628916	8776.108703	8150.3825	7524.656297	-2.272220132	26.4225
06-09-2015	16156															
07-09-2015	16239	20.95	3.04	1.56	NIFTY	24-09-2015	7574.5	23572825	377575	8344.19	7721.252611	8747.97461	8101.8925	7455.81039	-1.172310763	26.35
08-09-2015	16452	21.31	3.1	1.54	NIFTY	24-09-2015	7719.4	23745025	172200	8331.022	7720.635074	8704.011041	8063.3225	7422.633959	1.912997558	24.5675
09-09-2015	16270	21.67	3.15	1.51	NIFTY	24-09-2015	7826.7	22254025	-1491000	8318.452	7755.990049	8669.252385	8036.385	7403.517615	1.390004404	24.3
10-09-2015	16306	21.59	3.14	1.52	NIFTY	24-09-2015	7808.25	22727800	473775	8305.851	7773.410033	8627.342462	8007.7475	7388.152538	-0.235731534	24.745
11-09-2015	16436	21.59	3.14	1.52	NIFTY	24-09-2015	7789.35	22672600	-55200	8291.878	7778.723355	8544.994962	7970.08	7395.165038	-0.242051676	24.975
14-09-2015	16380	21.82	3.17	1.5	NIFTY	24-09-2015	7875.2	22324775	-347825	8278.627	7810.882237	8463.759177	7939.4375	7415.115823	1.102145879	24.32
15-09-2015	16621	21.7	3.15	1.51	NIFTY	24-09-2015	7828.55	22243100	-81675	8264.866	7816.771491	8369.701867	7906.78	7443.858133	-0.592365908	23.7425
16-09-2015	16765	21.89	3.18	1.5	NIFTY	24-09-2015	7896.3	21554700	-688400	8255.232	7843.280994	8249.070775	7876.325	7503.579225	0.865422077	21.9975
17-09-2015	16658															
18-09-2015	16505.7	22.12	3.21	1.48	NIFTY	24-09-2015	7982.55	21852050	297350	8247.961	7889.703996	8154.557908	7856.45	7558.342092	1.092283728	18.2925
21-09-2015	16456	22.11	3.21	1.48	NIFTY	24-09-2015	7980.05	19116950	-2735100	8239.851	7919.819331	8064.583208	7840.135	7615.686792	-0.031318313	18.1775
22-09-2015	16229	21.65	3.15	1.51	NIFTY	24-09-2015	7797.1	17766700	-1350250	8226.154	7878.912887	8064.435174	7839.6725	7614.909826	-2.292592152	20.345
23-09-2015	16187	21.75	3.16	1.51	NIFTY	24-09-2015	7855.45	15349300	-2417400	8213.945	7871.091925	8061.045761	7837.635	7614.224239	0.748355158	20.6875
24-09-2015	16099	21.81	3.17	1.5	NIFTY	24-09-2015	7870.35	12135075	-3214225	8200.511	7870.844617	8064.288	7841.1175	7617.947	0.18967723	20.8825
25-09-2015	16203															
28-09-2015	15909	21.78	3.16	1.48	NIFTY	29-10-2015	7825.5	18599050	230650	8184.488	7855.729744	8052.751581	7834.9925	7617.233419	-0.569860298	21.6675
29-09-2015	15949	21.91	3.18	1.48	NIFTY	29-10-2015	7875.85	18824900	225850	8169.504	7862.436496	8028.8723	7827.65	7626.4277	0.643409367	21.57
30-09-2015	16172	22.21	3.22	1.46	NIFTY	29-10-2015	7980.35	18653575	-171325	8156.546	7901.740997	8024.669139	7826.665	7628.660861	1.326840912	19.625
01-10-2015	16190	22.21	3.2	1.43	NIFTY	29-10-2015	7976.95	19092875	439300	8145.185	7926.810665	8043.539059	7835.5725	7627.605941	-0.042604648	19.235
02-10-2015	16377															
05-10-2015	16659	22.68	3.27	1.4	NIFTY	29-10-2015	8132.8	20337625	1244750	8134.873	7995.473777	8095.203521	7855.105	7615.006479	1.953754254	19.1275
06-10-2015	16672	22.78	3.29	1.39	NIFTY	29-10-2015	8160.55	20319875	-17750	8126.01	8050.499184	8145.347603	7871.005	7596.662397	0.341210899	19.305
07-10-2015	16814	22.84	3.3	1.39	NIFTY	29-10-2015	8194.65	21209000	889125	8119.216	8098.549456	8188.826784	7897.52	7606.213216	0.417863992	19.3375
08-10-2015	16966	22.71	3.28	1.4	NIFTY	29-10-2015	8157.25	21205125	-3875	8114.905	8118.116304	8198.847172	7926.6575	7654.467828	-0.456395331	19.5625
09-10-2015	16991	22.88	3.3	1.39	NIFTY	29-10-2015	8205.35	21250875	45750	8111.993	8147.194203	8231.434074	7950.955	7670.475926	0.589659505	18.925
12-10-2015	17040	22.73	3.28	1.39	NIFTY	29-10-2015	8149.6	21845325	594450	8107.432	8147.996135	8254.206205	7967.1	7679.993795	-0.679434759	19.1225
13-10-2015	16973	22.25	3.28	1.4	NIFTY	29-10-2015	8138.8	21086975	-758350	8101.794	8144.930757	8270.309996	7983.6275	7696.945004	-0.132521842	18.015
14-10-2015	16822	22.16	3.27	1.4	NIFTY	29-10-2015	8121.4	19782075	-1304900	8092.829	8137.087171	8278.31593	8000.23	7722.14407	-0.213790731	17.72
15-10-2015	17069	22.35	3.3	1.39	NIFTY	29-10-2015	8187	20120925	338850	8085.335	8153.724781	8299.033168	8015.82	7732.606832	0.807742507	17.17
16-10-2015	17115	22.51	3.3	1.38	NIFTY	29-10-2015	8259.45	20324375	203450	8079.573	8188.966521	8325.826531	8037.365	7748.903469	0.884939538	16.275
19-10-2015	17117	22.61	3.31	1.38	NIFTY	29-10-2015	8270.75	19934275	-390100	8073.135	8216.22768	8353.949501	8056.0875	7758.225499	0.136812984	16.8775
20-10-2015	17107	22.51	3.31	1.38	NIFTY	29-10-2015	8253.9	19589650	-344625	8065.913	8228.78512	8377.437176	8069.655	7761.872824	-0.203730012	16.995
21-10-2015	17056	22.48	3.3	1.38	NIFTY	29-10-2015	8262.3	19044225	-545425	8059.277	8239.956747	8399.599457	8083.7675	7767.935543	0.101770072	16.6225
22-10-2015	17408															
23-10-2015	17546	22.55	3.32	1.38	NIFTY	29-10-2015	8304.15	18527025	-517200	8054.474	8261.354498	8409.88048	8109.12	7808.35952	0.506517556	16.1925
26-10-2015	17531	22.45	3.3	1.38	NIFTY	29-10-2015	8263.6	16883450	-1643575	8049.93	8262.102999	8413.594609	8129.5275	7845.460391	-0.488310062	17.23
27-10-2015	17513	22.39	3.3	1.39	NIFTY	29-10-2015	8244.25	15131475	-1751975	8047.506	8256.151999	8409.935636	8148.2225	7886.509364	-0.234159446	16.535
28-10-2015	17702	22.2	3.27	1.4	NIFTY	29-10-2015	8173.6	10695775	-4435700	8043.358	8228.634666	8381.453519	8165.6275	7949.801481	-0.856960912	17.04
29-10-2015	17684	22.19	3.25	1.41	NIFTY	29-10-2015	8114.1	7466575	-3229200	8034.786	8190.456444	8350.022047	8177.54	8005.057953	-0.727953411	17.5825
30-10-2015	17594	22.06	3.23	1.41	NIFTY	26-11-2015	8094.7	18779175	949050	8026.919	8158.537629	8335.622231	8183.2575	8030.892769	-0.239089979	17.88
02-11-2015	17735	21.98	3.22	1.42	NIFTY	26-11-2015	8076.15	18960600	181425	8018.808	8131.075086	8318.211543	8188.2175	8058.223457	-0.229162291	19.4775
03-11-2015	17841	22.02	3.23	1.41	NIFTY	26-11-2015	8087.25	19020225	59625	8010.445	8116.466724	8321.226254	8185.94	8050.653746	0.137441727	19.555
