Date	Dow_Jones	P/E	P/B	Div Yield	Symbol	Expiry	Close	Open Interest	Change in OI	SMA	EMA	upper_band	middle_band	lower_band	PercentageChange	Vix
02-11-2017	23444	26.63	3.52	1.07	NIFTY	30-11-2017	10455	25389300	1065675	10059.075	10409.24687	10529.16769	10212.1825	9895.197309	-0.212841095	12.005
03-11-2017	23449	26.87	3.53	1.07	NIFTY	30-11-2017	10486.8	25954575	565275	10073.118	10435.09791	10547.35575	10241.0875	9934.819245	0.304160689	11.91
06-11-2017	23487	26.74	3.53	1.07	NIFTY	30-11-2017	10489.55	26120475	165900	10085.663	10453.24861	10569.50761	10265.395	9961.282391	0.026223443	13.0225
07-11-2017	23488	26.48	3.49	1.08	NIFTY	30-11-2017	10409.9	24719700	-1400775	10096.396	10438.79907	10572.68866	10285.0625	9997.436338	-0.75932714	13.2375
08-11-2017	23491	26.37	3.48	1.08	NIFTY	30-11-2017	10354.9	24655500	-64200	10105.153	10410.83271	10566.06787	10301.0225	10035.97713	-0.528343212	13.61
09-11-2017	23416	26.31	3.48	1.08	NIFTY	30-11-2017	10361.8	24716925	61425	10116.409	10394.48848	10544.40254	10319.4875	10094.57246	0.06663512	13.2675
10-11-2017	23382	26.35	3.48	1.08	NIFTY	30-11-2017	10334	25731975	1015050	10125.417	10374.32565	10534.26747	10330.6175	10126.96753	-0.268293154	13.475
13-11-2017	23406	25.99	3.45	1.09	NIFTY	30-11-2017	10269.4	26027625	295650	10132.465	10339.35043	10530.28047	10334.4675	10138.65453	-0.62512096	14.045
14-11-2017	23375	25.89	3.44	1.09	NIFTY	30-11-2017	10233.6	24821775	-1205850	10136.991	10304.10029	10531.18725	10333.35	10135.51275	-0.348608487	14.165
15-11-2017	23262	25.72	3.41	1.1	NIFTY	30-11-2017	10154.35	24212550	-609225	10141.525	10254.18353	10538.57348	10328.3825	10118.19152	-0.774409787	14.265
16-11-2017	23424	25.96	3.45	1.09	NIFTY	30-11-2017	10250.9	23291850	-920700	10147.111	10253.08902	10538.16308	10329.0525	10119.94192	0.950824031	13.4625
17-11-2017	23316	26.14	3.46	1.08	NIFTY	30-11-2017	10308.85	23056500	-235350	10154.581	10271.67601	10529.16011	10337.1875	10145.21489	0.565316216	13.7125
20-11-2017	23395	26.18	3.47	1.08	NIFTY	30-11-2017	10320.05	23123250	66750	10161.888	10287.80067	10523.68222	10343.705	10163.72778	0.108644514	13.4325
21-11-2017	23543	26.2	3.48	1.08	NIFTY	30-11-2017	10351.9	22165500	-957750	10169.926	10309.16712	10521.02209	10350.335	10179.64791	0.308622536	13.715
22-11-2017	23485	26.4	3.48	1.08	NIFTY	30-11-2017	10357.95	21734175	-431325	10176.567	10325.42808	10522.16818	10353.7375	10185.30682	0.058443378	14.0375
23-11-2017	23484.5	26.48	3.49	1.08	NIFTY	30-11-2017	10366.65	21183600	-550575	10181.742	10339.16872	10523.30187	10354.835	10186.36813	0.083993454	13.865
24-11-2017	23517	26.59	3.5	1.07	NIFTY	30-11-2017	10409.35	19895025	-1288575	10188.1	10362.56248	10527.59844	10357.46	10187.32156	0.411897768	13.5125
27-11-2017	23562	26.61	3.5	1.07	NIFTY	30-11-2017	10418.5	17631000	-2264025	10194.181	10381.20832	10530.6924	10358.9625	10187.2326	0.087901742	13.03
28-11-2017	23811	26.53	3.49	1.07	NIFTY	30-11-2017	10377.55	16039125	-1591875	10199.693	10379.98888	10531.29067	10359.415	10187.53933	-0.393050823	13.1475
29-11-2017	23918	26.51	3.49	1.07	NIFTY	30-11-2017	10360.7	14073000	-1966125	10203.401	10373.55925	10516.76051	10353.585	10190.40949	-0.162369731	13.06
30-11-2017	24274	26.16	3.45	1.11	NIFTY	30-11-2017	10231.65	10347825	-3725175	10204.657	10326.25617	10506.86817	10342.4175	10177.96683	-1.24557221	13.55
01-12-2017	24238	25.9	3.41	1.12	NIFTY	28-12-2017	10154.25	17750700	441525	10204.391	10268.92078	10495.64367	10325.79	10155.93633	-0.756476228	14.795
04-12-2017	24305	25.91	3.42	1.12	NIFTY	28-12-2017	10159.25	18394050	643350	10204.799	10232.36385	10476.4364	10309.275	10142.1136	0.049240466	14.855
05-12-2017	24175	25.89	3.41	1.12	NIFTY	28-12-2017	10146.7	19487625	1093575	10208.074	10203.80924	10470.78967	10296.115	10121.44033	-0.123532741	15.0075
06-12-2017	24157	25.7	3.39	1.13	NIFTY	28-12-2017	10068.65	20456700	969075	10211.874	10158.75616	10480.16777	10281.8025	10083.43723	-0.769215607	15.0875
07-12-2017	24231	26.01	3.43	1.12	NIFTY	28-12-2017	10202.95	20342625	-114075	10218.594	10173.48744	10471.49621	10273.86	10076.22379	1.333843167	14.2725
08-12-2017	24318	26.26	3.46	1.11	NIFTY	28-12-2017	10291.65	20866800	524175	10229.634	10212.87496	10467.65592	10271.7425	10075.82908	0.869356412	13.6725
11-12-2017	24401	26.43	3.48	1.1	NIFTY	28-12-2017	10346.4	21167100	300300	10241.226	10257.38331	10474.17857	10275.5925	10077.00643	0.531984667	14.1475
12-12-2017	24526	26.22	3.45	1.11	NIFTY	28-12-2017	10264.5	21371700	204600	10250.505	10259.75554	10474.8717	10277.1375	10079.4033	-0.79157968	15.2625
13-12-2017	24627	26.1	3.44	1.11	NIFTY	28-12-2017	10215.2	21454725	83025	10257.44	10244.90369	10472.04893	10280.18	10088.31107	-0.480296166	15.945
14-12-2017	24537	26.25	3.46	1.11	NIFTY	28-12-2017	10276.1	20936625	-518100	10264.353	10255.30246	10472.85369	10281.44	10090.02631	0.596170413	16.4075
15-12-2017	24691	26.46	3.48	1.1	NIFTY	28-12-2017	10359.5	19738650	-1197975	10273.369	10290.03497	10478.09091	10283.9725	10089.85409	0.811591946	14.94
18-12-2017	24823	26.6	3.5	1.09	NIFTY	28-12-2017	10404.35	19467450	-271200	10281.388	10328.13998	10488.80834	10288.1875	10087.56666	0.432935953	13.115
19-12-2017	24775	26.79	3.53	1.09	NIFTY	28-12-2017	10470.95	19543875	76425	10290.476	10375.74332	10508.55913	10294.14	10079.72087	0.640116874	12.1875
20-12-2017	24739	26.75	3.52	1.09	NIFTY	28-12-2017	10470.15	19297650	-246225	10299.165	10407.21221	10526.09318	10299.75	10073.40682	-0.007640185	12.185
21-12-2017	24778	26.74	3.52	1.09	NIFTY	28-12-2017	10462.45	18161175	-1136475	10308.564	10425.62481	10540.20628	10304.54	10068.87372	-0.073542404	12.085
22-12-2017	24766	26.86	3.54	1.08	NIFTY	28-12-2017	10505.45	17730150	-431025	10316.445	10452.23321	10556.97816	10309.345	10061.71184	0.410993601	11.5875
25-12-2017	24787															
26-12-2017	24792	26.96	3.55	1.08	NIFTY	28-12-2017	10525.95	18024525	294375	10323.116	10476.80547	10575.88279	10314.7175	10053.55221	0.19513681	12.0525
27-12-2017	24788	26.85	3.54	1.08	NIFTY	28-12-2017	10500.2	13481700	-4542825	10328.001	10484.60365	10593.15139	10320.85	10048.54861	-0.244633501	12.4925
28-12-2017	24797	26.82	3.53	1.08	NIFTY	28-12-2017	10489.8	8365500	-5116200	10332.723	10486.33576	10609.03642	10327.305	10045.57358	-0.099045732	12.2975
29-12-2017	24735	26.92	3.55	1.08	NIFTY	25-01-2018	10556.9	23265150	1040400	10339.111	10509.85718	10638.57176	10343.5675	10048.56324	0.639669012	12.67
01-01-2018	24775	26.68	3.51	1.09	NIFTY	25-01-2018	10498.7	22565175	-699975	10346.162	10506.13812	10649.72953	10360.79	10071.85047	-0.551298203	13.3525
02-01-2018	24768	26.7	3.52	1.09	NIFTY	25-01-2018	10472.2	22720650	155475	10351.812	10494.82541	10653.68367	10376.4375	10099.19133	-0.252412203	13.685
03-01-2018	24878	26.7	3.52	1.09	NIFTY	25-01-2018	10469.4	23514600	793950	10356.814	10486.35027	10651.40957	10392.5725	10133.73543	-0.026737457	13.6225
04-01-2018	25053	26.86	3.54	1.08	NIFTY	25-01-2018	10526.2	23911650	397050	10361.54	10499.63352	10633.3702	10415.45	10197.5298	0.542533479	13.415
05-01-2018	25269	26.99	3.55	1.07	NIFTY	25-01-2018	10573.2	25276800	1365150	10366.11	10524.15568	10639.0579	10433.9625	10228.8671	0.446504912	13.1125
08-01-2018	25250	27.16	3.58	1.07	NIFTY	25-01-2018	10631.4	26317650	1040850	10371.601	10559.90379	10662.26864	10450.95	10239.63136	0.550448303	13.735
09-01-2018	25373	27.19	3.58	1.07	NIFTY	25-01-2018	10646.9	27535875	1218225	10376.77	10588.90252	10687.88873	10465.975	10244.06127	0.145794533	13.8475
10-01-2018	25351	27.18	3.58	1.07	NIFTY	25-01-2018	10637.05	28470825	934950	10382.141	10604.95168	10698.12689	10484.6025	10271.07811	-0.092515192	14.035
11-01-2018	25555	27.23	3.59	1.06	NIFTY	25-01-2018	10654.05	28522800	51975	10385.676	10621.31779	10693.34361	10506.545	10319.74639	0.159818747	14.0125
12-01-2018	25801	27.28	3.6	1.06	NIFTY	25-01-2018	10686.35	28736850	214050	10390.303	10642.99519	10697.51471	10527.0575	10356.60029	0.303171095	13.7325
14-01-2018	25896															
15-01-2018	25948	27.06	3.62	1.06	NIFTY	25-01-2018	10743.3	29755800	1018950	10395.433	10676.43013	10723.22121	10546.2475	10369.27379	0.532922841	14.305
16-01-2018	25819	26.96	3.61	1.06	NIFTY	25-01-2018	10709.55	29989575	233775	10399.833	10687.47009	10739.5378	10561.5075	10383.4772	-0.314149284	14.085
17-01-2018	26098	27.18	3.64	1.05	NIFTY	25-01-2018	10791.8	30742425	752850	10407.471	10722.24672	10776.62821	10577.55	10378.47179	0.768006125	13.86
18-01-2018	25941	27.25	3.65	1.05	NIFTY	25-01-2018	10810.8	30746250	3825	10416.589	10751.76448	10811.4831	10594.5825	10377.6819	0.176059601	13.96
19-01-2018	26046	27.44	3.68	1.04	NIFTY	25-01-2018	10901.05	30682800	-63450	10427.374	10801.52632	10862.3068	10616.5125	10370.7182	0.834813335	13.9825
22-01-2018	26195	27.62	3.7	1.03	NIFTY	25-01-2018	10968	27831150	-2851650	10440.054	10857.01755	10923.39523	10639.64	10355.88477	0.614161021	15.3925
23-01-2018	26201	27.81	3.74	1.02	NIFTY	25-01-2018	11085.45	24893175	-2937975	10456.375	10933.1617	11006.06862	10667.615	10329.16138	1.070842451	16.225
24-01-2018	26270	27.66	3.74	1.02	NIFTY	25-01-2018	11083.2	21652950	-3240225	10473.367	10983.17447	11071.0491	10696.765	10322.4809	-0.020296876	18.04
25-01-2018	26376	27.61	3.74	1.02	NIFTY	25-01-2018	11065.15	13266525	-8386425	10491.583	11010.49964	11119.68083	10725.5325	10331.38417	-0.162859102	17.5075
26-01-2018	26604															
29-01-2018	26430	27.71	3.76	1.02	NIFTY	22-02-2018	11137.65	25590300	538875	10509.318	11052.8831	11179.14153	10754.57	10329.99847	0.655210277	17.8875
30-01-2018	26055	27.51	3.73	1.03	NIFTY	22-02-2018	11072.1	25779975	189675	10524.583	11059.28873	11212.24382	10783.24	10354.23618	-0.588544262	16.415
31-01-2018	26136	27.5	3.73	1.03	NIFTY	22-02-2018	11055.4	24663000	-1116975	10539.29	11057.99249	11232.05235	10812.4	10392.74765	-0.150829563	15.93
01-02-2018	26172	27.48	3.72	1.03	NIFTY	22-02-2018	11031.3	23863500	-799500	10552.878	11049.09499	11239.24858	10840.495	10441.74142	-0.217993017	14.1075
02-02-2018	25428	26.04	3.64	1.05	NIFTY	22-02-2018	10755.85	22848525	-1014975	10560.836	10951.34666	11226.34859	10851.9775	10477.60641	-2.496985849	15.25
05-02-2018	23938	25.78	3.6	1.06	NIFTY	22-02-2018	10684.6	21903075	-945450	10567.195	10862.43111	11218.22642	10857.5475	10496.86858	-0.662430212	16.0525
06-02-2018	24800	25.37	3.55	1.08	NIFTY	22-02-2018	10513.3	21689100	-213975	10569.274	10746.05407	11230.35418	10851.6425	10472.93082	-1.603242049	20.015
07-02-2018	24735	25.32	3.54	1.08	NIFTY	22-02-2018	10465.55	21658800	-30300	10570.215	10652.55271	11248.18965	10842.575	10436.96035	-0.454186602	19.465
08-02-2018	23970	25.56	3.57	1.07	NIFTY	22-02-2018	10572.25	20863650	-795150	10574.109	10625.78514	11252.43096	10839.335	10426.23904	1.019535524	17.7725
09-02-2018	24167	25.27	3.53	1.08	NIFTY	22-02-2018	10469.7	22389150	1525500	10576.289	10573.75676	11266.88783	10830.1175	10393.34717	-0.969992197	19.23
12-02-2018	24583	25.48	3.56	1.07	NIFTY	22-02-2018	10543.1	23612850	1223700	10582.518	10563.53784	11273.40489	10822.955	10372.50511	0.701070709	17.8825
13-02-2018	24626															
14-02-2018	24863	25.37	3.55	1.08	NIFTY	22-02-2018	10495.2	23449350	-163500	10589.337	10540.75856	11282.25462	10810.55	10338.84538	-0.454325578	17.185
15-02-2018	25234	25.45	3.56	1.07	NIFTY	22-02-2018	10551.2	23035125	-414225	10597.176	10544.23904	11286.02343	10802.6325	10319.24157	0.533577254	16.315
16-02-2018	25236	25.32	3.53	1.08	NIFTY	22-02-2018	10453.35	23044050	8925	10603.309	10513.94269	11292.56056	10785.71	10278.85944	-0.927382667	16.3775
18-02-2018	25280															
19-02-2018	25196	25.14	3.51	1.09	NIFTY	22-02-2018	10378.55	21720675	-1323375	10609.507	10468.8118	11300.80882	10764.0975	10227.38618	-0.715560084	16.6675
20-02-2018	24948	25.09	3.5	1.09	NIFTY	22-02-2018	10343.75	20325675	-1395000	10612.323	10427.12453	11298.85174	10736.2325	10173.61326	-0.335306955	16.8675
21-02-2018	24782	25.18	3.51	1.09	NIFTY	22-02-2018	10392.9	17130525	-3195150	10614.348	10415.71635	11278.49871	10707.4775	10136.45629	0.475166163	15.92
22-02-2018	25013	25.49	3.51	1.09	NIFTY	22-02-2018	10381.8	11599125	-5531400	10615.056	10404.4109	11232.43294	10672.295	10112.15706	-0.106803683	14.8325
23-02-2018	25314	25.75	3.54	1.13												14.2025
26-02-2018	25758	25.95	3.57	1.12												13.695
27-02-2018	25429	25.87	3.57	1.12												13.9225
28-02-2018	25038	25.68	3.54	1.13												13.805
01-03-2018	24620	25.59	3.53	1.19												14.0725
02-03-2018	24535															
05-03-2018	24864	25.4	3.5	1.2												15.395
06-03-2018	24852	25.02	3.46	1.21												16.245
07-03-2018	24795	24.79	3.43	1.28												15.7
08-03-2018	24892	25	3.46	1.27												14.585
09-03-2018	25335	24.97	3.45	1.28												14.525
12-03-2018	25208	25.44	3.52	1.25												14.4925
13-03-2018	25027	25.45	3.52	1.25												14.4625
14-03-2018	24770	25.41	3.52	1.25												14.3625
15-03-2018	24907	25.28	3.5	1.26												14.33
16-03-2018	24879.2	24.87	3.44	1.28												15.22
19-03-2018	24691	24.61	3.41	1.29												15.82
20-03-2018	24765	24.69	3.42	1.29												15.6075
21-03-2018	24727	24.76	3.43	1.28												15.1075
22-03-2018	23963	24.67	3.42	1.29												15.2475
23-03-2018	23612	24.38	3.38	1.3												15.545
26-03-2018	24191	24.7	3.42	1.29												15.195
27-03-2018	23859	24.83	3.44	1.28												15.55
28-03-2018	23860	24.66	3.42	1.29												15.7575
29-03-2018	24147															
02-04-2018	23552	25.35	3.51	1.26	NIFTY	26-04-2018	10264	19147425	-173625	10615.046	10357.60727	11185.06418	10631.335	10077.60582	-1.134677994	15.3475
03-04-2018	23984	25.43	3.52	1.25	NIFTY	26-04-2018	10285	19555050	407625	10616.442	10333.40485	11127.93945	10592.3275	10056.71555	0.204598597	15.185
04-04-2018	24265	25.14	3.48	1.27	NIFTY	26-04-2018	10146.6	22041900	2486850	10613.852	10271.13656	11050.03985	10542.775	10035.51015	-1.345649003	16.34
05-04-2018	24468	25.63	3.55	1.24	NIFTY	26-04-2018	10352.2	21392700	-649200	10613.706	10298.15771	10957.73659	10506.78	10055.82341	2.026294522	14.7975
06-04-2018	23926	25.65	3.55	1.24	NIFTY	26-04-2018	10352.85	21992325	599625	10612.676	10316.38847	10849.76385	10471.6525	10093.54115	0.006278859	14.7475
09-04-2018	24012	25.76	3.57	1.23	NIFTY	26-04-2018	10393.9	22393125	400800	10611.135	10342.22565	10718.12299	10439.7825	10161.44201	0.396509174	14.8675
10-04-2018	24351	25.82	3.57	1.23	NIFTY	26-04-2018	10421.5	22591725	198600	10610.162	10368.65043	10660.64161	10423.065	10185.48839	0.265540365	14.4975
11-04-2018	24167	25.86	3.58	1.23	NIFTY	26-04-2018	10425	23691150	1099425	10609.413	10387.43362	10615.24192	10410.085	10204.92808	0.033584417	14.72
12-04-2018	24459	25.96	3.59	1.23	NIFTY	26-04-2018	10465	24757725	1066575	10608.604	10413.28908	10609.01174	10407.67	10206.32826	0.383693046	14.56
13-04-2018	24336	26.01	3.6	1.22	NIFTY	26-04-2018	10490.4	25459275	701550	10607.893	10438.99272	10611.96706	10408.9125	10205.85794	0.242713808	14.14
16-04-2018	24563	26.13	3.62	1.22	NIFTY	26-04-2018	10542.9	25689825	230550	10608.747	10473.62848	10606.13381	10407.445	10208.75619	0.500457561	14.26
17-04-2018	24707	26.18	3.63	1.22	NIFTY	26-04-2018	10551.2	26105100	415275	10609.975	10499.48565	10618.32615	10411.52	10204.71385	0.078725967	14.0425
18-04-2018	24733	26.13	3.62	1.22	NIFTY	26-04-2018	10538.85	26475675	370575	10609.614	10512.6071	10617.58045	10411.3075	10205.03455	-0.117048298	14.11
19-04-2018	24637	26.23	3.63	1.21	NIFTY	26-04-2018	10578.1	26521200	45525	10611.202	10534.43807	10631.40657	10415.4525	10199.49843	0.372431527	13.7475
20-04-2018	24433	26.22	3.63	1.21	NIFTY	26-04-2018	10585.5	26393400	-127800	10613.468	10551.45871	10637.89845	10417.1675	10196.43655	0.069955852	12.9375
23-04-2018	24414	26.27	3.64	1.21	NIFTY	26-04-2018	10585.45	24671025	-1722375	10615.789	10562.78914	10656.04306	10423.7725	10191.50194	-0.000472344	13.145
24-04-2018	23984	26.35	3.65	1.21	NIFTY	26-04-2018	10617.9	21177525	-3493500	10617.623	10581.15943	10681.71725	10435.74	10189.76275	0.306552863	11.895
25-04-2018	24078	26.24	3.63	1.21	NIFTY	26-04-2018	10569.05	16665600	-4511925	10617.54	10577.12295	10695.71987	10447.005	10198.29013	-0.460072142	12.395
26-04-2018	24316	26.36	3.65	1.21	NIFTY	26-04-2018	10612.2	8823900	-7841700	10617.156	10588.8153	10715.36186	10457.97	10200.57814	0.408267536	12.0375
27-04-2018	24283	26.54	3.67	1.2	NIFTY	31-05-2018	10723.8	23363475	937200	10618.694	10633.8102	10754.45088	10475.07	10195.68912	1.051619834	12.0175
30-04-2018	24131	26.66	3.69	1.19	NIFTY	31-05-2018	10780.3	23795100	431625	10621.559	10682.64013	10792.62286	10500.885	10209.14714	0.526865477	12.3625
01-05-2018	24071															
02-05-2018	23825	26.6	3.68	1.2	NIFTY	31-05-2018	10739.4	23723400	-71700	10623.266	10701.56009	10815.32884	10523.605	10231.88116	-0.37939575	12.84
03-05-2018	23910	26.51	3.67	1.2	NIFTY	31-05-2018	10706.5	23720175	-3225	10623.669	10703.20673	10797.02103	10551.6	10306.17897	-0.306348586	12.985
04-05-2018	24228	26.36	3.65	1.21	NIFTY	31-05-2018	10658.75	23614275	-105900	10621.978	10688.38782	10798.52177	10566.9275	10335.33323	-0.445990753	13.25
07-05-2018	24301	26.6	3.68	1.2	NIFTY	31-05-2018	10739.85	23858400	244125	10622.584	10705.54188	10807.53034	10586.2775	10365.02466	0.760877214	13.76
08-05-2018	24307	26.6	3.68	1.2	NIFTY	31-05-2018	10735.05	23970525	112125	10621.449	10715.37792	10815.02774	10603.335	10391.64226	-0.044693362	14.055
09-05-2018	24502	26.66	3.69	1.19	NIFTY	31-05-2018	10769.3	24383025	412500	10620.619	10733.35195	10826.88089	10620.725	10414.56911	0.319048351	14.2725
10-05-2018	24692	26.6	3.68	1.2	NIFTY	31-05-2018	10724.9	24072750	-310275	10617.096	10730.53463	10825.74548	10635.72	10445.69452	-0.412283064	14.425
11-05-2018	24823	26.82	3.71	1.19	NIFTY	31-05-2018	10820.1	25081200	1008450	10614.138	10760.38975	10842.7337	10653.475	10464.2163	0.887653964	13.9775
14-05-2018	24886	26.82	3.71	1.19	NIFTY	31-05-2018	10814.7	24557025	-524175	10608.723	10778.49317	10855.82747	10669.69	10483.55253	-0.049907117	14.245
15-05-2018	24660	26.81	3.71	1.19	NIFTY	31-05-2018	10818.6	24039450	-517575	10603.431	10791.86211	10870.84295	10683.475	10496.10705	0.036062027	13.165
16-05-2018	24740	26.66	3.69	1.19	NIFTY	31-05-2018	10761.25	23602875	-436575	10597.353	10781.65808	10873.91081	10693.9775	10514.04419	-0.530105559	13.435
17-05-2018	24704	26.52	3.67	1.2	NIFTY	31-05-2018	10696.2	23526450	-76425	10588.524	10753.17205	10867.12199	10701.845	10536.56801	-0.60448368	13.4075
18-05-2018	24721	26.27	3.64	1.21	NIFTY	31-05-2018	10597.05	24063900	537450	10579.023	10701.13137	10865.417	10702.7925	10540.168	-0.926964716	14.15
21-05-2018	25002	26.08	3.61	1.22	NIFTY	31-05-2018	10538.75	23210325	-853575	10568.69	10647.00424	10870.91131	10700.455	10529.99869	-0.550153109	14.41
22-05-2018	24845	26.13	3.62	1.22	NIFTY	31-05-2018	10552.85	23037900	-172425	10559.121	10615.6195	10874.20158	10698.825	10523.44842	0.133791958	13.6025
23-05-2018	24859	25.86	3.58	1.23	NIFTY	31-05-2018	10426.6	23082300	44400	10552.536	10552.613	10898.78925	10689.26	10479.73075	-1.196359277	14.1575
24-05-2018	24803	26.07	3.61	1.22	NIFTY	31-05-2018	10505.2	22592175	-490125	10548.948	10536.80867	10904.57898	10686.0675	10467.55602	0.753841137	13.145
25-05-2018	24730	26.24	3.64	1.21	NIFTY	31-05-2018	10602.4	22137525	-454650	10550.73	10558.67244	10904.79217	10685.5775	10466.36283	0.925256064	12.645
27-05-2018	24828															
28-05-2018	24766	27.23	3.67	1.2	NIFTY	31-05-2018	10678.85	20856975	-1280550	10554.996	10598.73163	10901.85169	10683.33	10464.80831	0.721063156	13.055
29-05-2018	24377	27.06	3.65	1.21	NIFTY	31-05-2018	10615.55	18960600	-1896375	10555.862	10604.33775	10890.77396	10675.0925	10459.41104	-0.592760456	13.07
30-05-2018	24669	27.01	3.65	1.21	NIFTY	31-05-2018	10604.5	16186125	-2774475	10558.558	10604.39184	10884.00019	10668.3475	10452.69481	-0.104092581	13.41
31-05-2018	24417	27.19	3.69	1.23	NIFTY	31-05-2018	10727	11692125	-4494000	10562.236	10645.26122	10885.93376	10669.3725	10452.81124	1.155169975	13.2225
01-06-2018	24629	27.09	3.68	1.23	NIFTY	28-06-2018	10683.9	19495050	501075	10566.01	10658.14082	10887.222	10670.63	10454.038	-0.401789876	13.57
04-06-2018	24796	26.92	3.66	1.24	NIFTY	28-06-2018	10598.7	20347275	852225	10566.96	10638.32721	10879.881	10663.5725	10447.264	-0.797461601	13.8825
05-06-2018	24822	26.83	3.64	1.25	NIFTY	28-06-2018	10596.45	20465400	118125	10569.822	10624.36814	10872.2267	10656.6425	10441.0583	-0.021229019	13.315
06-06-2018	25140	27.06	3.67	1.23	NIFTY	28-06-2018	10686.25	20637825	172425	10575.976	10644.99543	10862.35794	10652.49	10442.62206	0.847453628	12.55
07-06-2018	25268	27.27	3.7	1.23	NIFTY	28-06-2018	10765.2	21831825	1194000	10584.405	10685.06362	10867.86005	10654.505	10441.14995	0.73879986	12.7775
08-06-2018	25307	27.27	3.7	1.23	NIFTY	28-06-2018	10748.1	22359600	527775	10591.509	10706.07575	10855.1994	10650.905	10446.6106	-0.158845168	12.6975
11-06-2018	25329	27.47	3.71	1.22	NIFTY	28-06-2018	10785.8	23235750	876150	10599.589	10732.6505	10849.46355	10649.46	10449.45645	0.350759669	13.18
12-06-2018	25296	27.6	3.73	1.22	NIFTY	28-06-2018	10839.05	23730675	494925	10611.09	10768.117	10854.1107	10650.4825	10446.8543	0.493704686	12.73
13-06-2018	25184	27.54	3.73	1.22	NIFTY	28-06-2018	10844.85	24551625	820950	10622.287	10793.69467	10870.29277	10654.6625	10439.03223	0.053510225	12.635
14-06-2018	25185	27.42	3.72	1.22	NIFTY	28-06-2018	10813.9	23866125	-685500	10635.633	10800.42978	10886.56547	10660.5475	10434.52953	-0.285388917	12.095
15-06-2018	25092	27.44	3.72	1.22	NIFTY	28-06-2018	10814.65	24638775	772650	10644.882	10805.16985	10904.99495	10671.4275	10437.86005	0.006935518	12.07
18-06-2018	25016	26.6	3.71	1.22	NIFTY	28-06-2018	10789.6	24882750	243975	10653.617	10799.9799	10914.61428	10683.97	10453.32572	-0.231630242	12.38
19-06-2018	24715	26.38	3.68	1.23	NIFTY	28-06-2018	10719.85	24744450	-138300	10660.136	10773.26993	10915.33766	10692.32	10469.30234	-0.646455846	12.92
20-06-2018	24670	26.52	3.7	1.22	NIFTY	28-06-2018	10790.65	24572400	-172050	10667.519	10779.06329	10900.84824	10710.5225	10520.19676	0.660457003	12.1725
21-06-2018	24472	26.43	3.69	1.23	NIFTY	28-06-2018	10737.15	24651375	78975	10673.762	10765.09219	10887.63803	10722.12	10556.60197	-0.495799604	12.4475
22-06-2018	24599	26.63	3.72	1.22	NIFTY	28-06-2018	10833.95	23943675	-707700	10681.141	10788.0448	10896.46936	10733.6975	10570.92564	0.901542774	12.0225
25-06-2018	24279	26.48	3.7	1.23	NIFTY	28-06-2018	10757.65	22933650	-1010025	10686.486	10777.9132	10898.71412	10737.6375	10576.56088	-0.704267603	12.5825
26-06-2018	24303	26.02	3.7	1.23	NIFTY	28-06-2018	10766.9	20433375	-2500275	10690.966	10774.24213	10896.55492	10745.205	10593.85508	0.085985322	12.7975
27-06-2018	24135	25.73	3.67	1.24	NIFTY	28-06-2018	10673.45	16691400	-3741975	10693.411	10740.64475	10889.82414	10748.6525	10607.48086	-0.867937847	13.51
28-06-2018	24220	25.57	3.64	1.25	NIFTY	28-06-2018	10590.4	10754400	-5937000	10694.442	10690.56317	10898.85066	10741.8225	10584.79434	-0.778098928	13.9475
29-06-2018	24265	25.9	3.61	1.22	NIFTY	26-07-2018	10694.8	19782000	993375	10696.776	10691.97545	10898.66169	10742.3675	10586.07331	0.985798459	12.9375
02-07-2018	24286	25.76	3.59	1.23	NIFTY	26-07-2018	10658.25	19809750	27750	10698.231	10680.73363	10892.58457	10745.345	10598.10543	-0.341754872	13.37
03-07-2018	24163	25.85	3.6	1.22	NIFTY	26-07-2018	10723.95	20321400	511650	10701.001	10695.13909	10882.77165	10751.72	10620.66835	0.616423897	13
04-07-2018	24195	26.02	3.62	1.21	NIFTY	26-07-2018	10771.35	21177975	856575	10704.07	10720.54272	10883.73226	10755.975	10628.21774	0.442001315	12.6575
05-07-2018	24343	26.69	3.62	1.21	NIFTY	26-07-2018	10751.75	21299775	121800	10707.724	10730.94515	10883.00003	10755.3025	10627.60497	-0.181964192	12.575
06-07-2018	24456	26.62	3.63	1.21	NIFTY	26-07-2018	10778.4	21618375	318600	10711.048	10746.76343	10884.85578	10756.8175	10628.77922	0.247866626	12.4425
09-07-2018	24774	26.82	3.65	1.2	NIFTY	26-07-2018	10859.85	22643325	1024950	10713.769	10784.45896	10895.77572	10760.52	10625.26428	0.755678023	12.39
10-07-2018	24927	27.05	3.68	1.19	NIFTY	26-07-2018	10947.85	23581350	938025	10717.12	10838.92264	10920.75292	10765.96	10611.16708	0.810324268	12.395
11-07-2018	24689	27.2	3.68	1.19	NIFTY	26-07-2018	10938.6	24323550	742200	10721.104	10872.14842	10939.73075	10770.6475	10601.56425	-0.084491475	12.775
12-07-2018	24894	27.39	3.71	1.18	NIFTY	26-07-2018	11016.25	25162950	839400	10727.299	10920.18228	10980.43886	10780.765	10581.09114	0.709871464	12.505
